title|url|rss|issn|publisher|subjects
Uluslararasi Dil, Edebiyat ve Kültür Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/udekad|https://paperity.org/rss/?q=journal_pid:66171|2667-4262|Uluslararasi Dil, Edebiyat ve Kültür Araştırmaları Dergisi|language;literature;culture;art;linguistics
Uluslararası Din ve Felsefe Araştırmaları Dergisi|http://dergipark.gov.tr/udfad|https://paperity.org/rss/?q=journal_pid:77080|-|-|-
Uluslararası Disiplinlerarası ve Kültürlerarası Sanat|https://dergipark.org.tr/en/pub/ijiia|https://paperity.org/rss/?q=journal_pid:143085|2548-0634|-|-
Uluslararası Doğu Anadolu Fen Mühendislik ve Tasarım Dergisi|https://dergipark.org.tr/en/pub/ijeased|https://paperity.org/rss/?q=journal_pid:45702|2667-8764, 2667-8764|-|-
Uluslararası Eğitim Araştırmacıları Dergisi|http://dergipark.gov.tr/ueader|https://paperity.org/rss/?q=journal_pid:134586|2667-4998|Uluslararası Eğitim Araştırmacıları Dergisi|education;teachers;education science;learning;primary education;teacher education
Uluslararası Eğitim Bilim ve Teknoloji Dergisi|https://dergipark.org.tr/en/pub/uebt|https://paperity.org/rss/?q=journal_pid:192092|2458-8628|-|-
Uluslararası Eğitim Bilimleri Dergisi|http://dergipark.gov.tr/inesj|https://paperity.org/rss/?q=journal_pid:220845|2149-0848|-|-
Uluslararası Egzersiz Psikolojisi Dergisi|https://dergipark.org.tr/en/pub/intjourexerpsyc|https://paperity.org/rss/?q=journal_pid:145696|-|-|-
Uluslararası Ekonomi Siyaset İnsan ve Toplum Bilimleri Dergisi|https://dergipark.org.tr/en/pub/ijephss|https://paperity.org/rss/?q=journal_pid:44960|2636-8137|-|-
Uluslararası Ekonomi ve Siyaset Bilimleri Akademik Araştırmalar Dergisi|https://dergipark.org.tr/en/pub/joecopol|https://paperity.org/rss/?q=journal_pid:249598|2564-7822, 2564-7822|-|-
Uluslararası Ekonomi ve Yenilik Dergisi|http://dergipark.gov.tr/ueyd|https://paperity.org/rss/?q=journal_pid:41541|2149-6838|Karadeniz Technical University|management;economics
Uluslararası Ekonomi, İşletme ve Politika Dergisi|http://dergipark.gov.tr/ueip|https://paperity.org/rss/?q=journal_pid:16207|2587-2559|Recep Tayyip Erdoğan Üniversitesi|economy;management;economics;politics;business
Uluslararası Ekonomik Araştırmalar Dergisi|https://dergipark.org.tr/en/pub/ead|https://paperity.org/rss/?q=journal_pid:118760|2528-9942, 2149-8377|-|-
Uluslararası Erken Çocukluk Eğitimi Çalışmaları Dergisi|https://dergipark.org.tr/en/pub/ijeces|https://paperity.org/rss/?q=journal_pid:73713|2458-9128|-|-
Uluslararası Global Turizm Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/ijgtr|https://paperity.org/rss/?q=journal_pid:102466|2587-2745|-|-
Uluslararası Güncel Eğitim Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/intjces|https://paperity.org/rss/?q=journal_pid:131219|2458-9373|-|-
Uluslararası Halkbilimi Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/uhad|https://paperity.org/rss/?q=journal_pid:255524|2667-4173, 2667-4173|-|-
Uluslararası Hukuk ve Sosyal Bilim Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/uhusbad|https://paperity.org/rss/?q=journal_pid:183267|2687-2412|-|-
Uluslararası İktisadi ve İdari Bilimler Dergisi|https://dergipark.org.tr/en/pub/uiibd|https://paperity.org/rss/?q=journal_pid:217478|2149-5823, 2149-5823|-|-
Uluslararası Iktisadi ve Idari Incelemeler Dergisi|http://dergipark.gov.tr/ulikidince|https://paperity.org/rss/?q=journal_pid:246231|1307-9859|Uluslararası Iktisadi ve Idari Incelemeler Dergisi|public administration;politics;history;economic studies
Uluslararası İlişkiler Dergisi|https://dergipark.org.tr/en/pub/uidergisi|https://paperity.org/rss/?q=journal_pid:29245|1304-7310, 1304-7175|-|-
Uluslararası İlişkiler ve Diplomasi|https://dergipark.org.tr/en/pub/uid|https://paperity.org/rss/?q=journal_pid:12840|2651-4729|-|-
Uluslararası İnsan Çalışmaları Dergisi|https://dergipark.org.tr/en/pub/uicd|https://paperity.org/rss/?q=journal_pid:41593|2636-8641|-|-
Uluslararası İşletme ve Ekonomi Çalışmaları Dergisi|https://dergipark.org.tr/en/pub/uiecd|https://paperity.org/rss/?q=journal_pid:242590|-|-|-
Uluslararası Karadeniz Havzası Halk Bilimi Araştırmaları Dergisi (UKHAD)|http://dergipark.gov.tr/ukhad|https://paperity.org/rss/?q=journal_pid:70346|2149-3227|-|-
Uluslararası Karadeniz İncelemeleri Dergisi|https://dergipark.org.tr/en/pub/ukid|https://paperity.org/rss/?q=journal_pid:255264|2146-4642|-|-
Uluslararası Karamanoğlu Mehmetbey Eğitim Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/ukmead|https://paperity.org/rss/?q=journal_pid:164081|2687-4334|-|-
Uluslararası Kırsal Turizm ve Kalkınma Dergisi|http://dergipark.gov.tr/irtadjournal|https://paperity.org/rss/?q=journal_pid:127852|-|-|-
Uluslararası Klinik Araştırmalar Dergisi|https://dergipark.org.tr/en/pub/ukad|https://paperity.org/rss/?q=journal_pid:44686|2148-0281|-|-
Uluslararası Kriz ve Siyaset Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/uksad|https://paperity.org/rss/?q=journal_pid:190757|2587-1269|-|-
Uluslararası Liderlik Çalışmaları Dergisi: Kuram ve Uygulama|https://dergipark.org.tr/en/pub/ijls|https://paperity.org/rss/?q=journal_pid:156605|2651-2696|-|-
ULUSLARARASI LİDERLİK EĞİTİMİ DERGİSİ- INTERNATIONAL JOURNAL OF LEADERSHIP TRAINING|http://dergipark.gov.tr/ijolt|https://paperity.org/rss/?q=journal_pid:185358|2602-3458, 2602-3458|-|-
Uluslararası Modern Sağlık Bilimleri Dergisi|https://dergipark.org.tr/en/pub/ijchs|https://paperity.org/rss/?q=journal_pid:141046|-|-|-
Uluslararası Mühendislik Tasarım ve Teknoloji Dergisi|https://dergipark.org.tr/en/pub/ijedt|https://paperity.org/rss/?q=journal_pid:109942|2667-5374|-|-
Uluslararası Mühendislik ve Teknoloji Araştırmaları Dergisi|http://dergipark.gov.tr/ijente|https://paperity.org/rss/?q=journal_pid:242864|2564-6184|-|-
Uluslararası Müze Eğitimi Dergisi|https://dergipark.org.tr/en/pub/jimuseumed|https://paperity.org/rss/?q=journal_pid:63071|-|-|-
Uluslararası Özel Eğitimde Yeni Yaklaşımlar Dergisi|http://dergipark.gov.tr/ijnase|https://paperity.org/rss/?q=journal_pid:9473|-|-|-
Uluslararası Politik Araştırmalar Dergisi|http://politikarastirmalar.org/index.php/ICPS|https://paperity.org/rss/?q=journal_pid:38226|2149-8539, 2528-9969|Politik Ekonomik ve Sosyal Araştırmalar Merkezi Derneği|public administration;political sciences;international relationships;sociology;history;philosophy
Uluslararası Sağlık Yönetimi ve Stratejileri Araştırma Dergisi|https://dergipark.org.tr/en/pub/usaysad|https://paperity.org/rss/?q=journal_pid:66979|2149-6161|-|-
Uluslararası Sanat Kültür ve İletişim Dergisi|https://dergipark.org.tr/en/pub/ijacc|https://paperity.org/rss/?q=journal_pid:166654|2687-4083|-|-
Uluslararası Sosyal Bilgilerde Yeni Yaklaşımlar Dergisi (IJONASS)|https://dergipark.org.tr/en/pub/sbyy|https://paperity.org/rss/?q=journal_pid:21339|2618-5725|-|-
Uluslararası Sosyal Bilimler Akademi Dergisi|https://dergipark.org.tr/en/pub/usbad|https://paperity.org/rss/?q=journal_pid:183000|2687-2641|-|-
Uluslararası Sosyal Bilimler Akademik Araştırmalar Dergisi|https://dergipark.org.tr/en/pub/utsobilder|https://paperity.org/rss/?q=journal_pid:124485|2602-4748|-|-
Uluslararası Sosyal Bilimler Dergisi|http://usb.dergi.comu.edu.tr|https://paperity.org/rss/?q=journal_pid:188992|2564-6486, 2564-7695|Çanakkale Onsekiz Mart Üniversitesi Sosyal Bilimler Enstitüsü|social sciences;economics;history;literature;sociology;administration
Uluslararası Sosyal Bilimler Eğitimi Dergisi|https://dergipark.org.tr/en/pub/issej|https://paperity.org/rss/?q=journal_pid:181991|2146-6297|-|-
Uluslararası Sosyal Bilimler ve Eğitim Dergisi|https://dergipark.org.tr/en/pub/usbed|https://paperity.org/rss/?q=journal_pid:164615|2687-3060|-|-
Uluslararası Sosyal ve Eğitim Bilimleri Dergisi|https://dergipark.org.tr/en/pub/ijoses|https://paperity.org/rss/?q=journal_pid:210744|2148-8673|-|-
Uluslararası Spor Bilimleri Öğrenci Çalışmaları|https://dergipark.org.tr/en/pub/i4s|https://paperity.org/rss/?q=journal_pid:27317|-|-|-
Uluslararası Suçlar ve Tarih|https://dergipark.org.tr/en/pub/ustich|https://paperity.org/rss/?q=journal_pid:173388|1306-9136|-|-
Uluslararası Sürdürülebilir Mühendislik ve Teknoloji Dergisi|https://dergipark.org.tr/en/pub/usmtd|https://paperity.org/rss/?q=journal_pid:239497|2618-6055|-|-
Uluslararası Tarih Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/utad|https://paperity.org/rss/?q=journal_pid:63612|2618-5873|-|-
Uluslararası Tarım ve Yaban Hayatı Bilimleri Dergisi|http://dergipark.gov.tr/ijaws|https://paperity.org/rss/?q=journal_pid:34859|2149-8245|Abant İzzet Baysal University|agriculture;wildlife sciences
Uluslararası Teknolojik Bilimler Dergisi|https://dergipark.org.tr/en/pub/utbd|https://paperity.org/rss/?q=journal_pid:155797|1309-1220|-|-
Uluslararası Temel Eğitim Çalışmaları Dergisi|https://dergipark.org.tr/en/pub/ijpes|https://paperity.org/rss/?q=journal_pid:236872|-|-|-
Uluslararası Ticaret ve Ekonomi Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/utead|https://paperity.org/rss/?q=journal_pid:121118|2564-7318, 2618-6225|-|-
Uluslararası Toplumsal Bilimler Dergisi|https://dergipark.org.tr/en/pub/toplumsalbilimler|https://paperity.org/rss/?q=journal_pid:149871|2587-2591|-|-
Uluslararası Turizm, Ekonomi ve İşletme Bilimleri Dergisi|http://dergipark.gov.tr/ijtebs|https://paperity.org/rss/?q=journal_pid:178624|-|-|-
Uluslararası Türk Dünyası Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/tudad|https://paperity.org/rss/?q=journal_pid:236130|2651-5180|-|-
Uluslararası Türk Dünyası Turizm Araştırmaları Dergisi|https://dergipark.org.tr/en/pub/tdtad|https://paperity.org/rss/?q=journal_pid:2739|2587-1080|-|-
Uluslararası Türk Eğitim Bilimleri Dergisi|https://dergipark.org.tr/en/pub/goputeb|https://paperity.org/rss/?q=journal_pid:31492|2148-2314|-|-
Uluslararası Türk Kültür Coğrafyasında Sosyal Bilimler Dergisi|http://dergipark.gov.tr/turksosbilder|https://paperity.org/rss/?q=journal_pid:60245|2528-9772, 2528-9772|-|-
Uluslararası Türk Lehçe Araştırmaları Dergisi (TÜRKLAD)|https://dergipark.org.tr/en/pub/turklad|https://paperity.org/rss/?q=journal_pid:234261|2587-1293|-|-
Uluslararası Türkçe Edebiyat Kültür Eğitim (TEKE) Dergisi|https://dergipark.org.tr/en/pub/teke|https://paperity.org/rss/?q=journal_pid:88998|2147-0146|-|-
Uluslararası Türkçe Eğitimi ve Öğretimi Dergisi: Kuram ve Uygulama|http://dergipark.gov.tr/ijtet|https://paperity.org/rss/?q=journal_pid:117751|2458-9462, 2458-9462|-|-
Uluslararası Uygur Araştırmaları Dergisi|http://www.uygurarastirmalari.com/en/|https://paperity.org/rss/?q=journal_pid:146504|2458-827X|Nevşehir Hacı Bektaş Veli Üniversitesi|Uyguristic;Turkish;literature;folklore;turcology;language
Uluslararası Yabancı Dil Olarak Türkçe Öğretimi Dergisi|https://dergipark.org.tr/en/pub/ijotfl|https://paperity.org/rss/?q=journal_pid:39991|2667-8330|-|-
Uluslararası Yakıtlar Yanma Ve Yangın Dergisi|https://dergipark.org.tr/en/pub/fce|https://paperity.org/rss/?q=journal_pid:237139|2564-6435|-|-
Uluslararası Yönetim Bilişim Sistemleri ve Bilgisayar Bilimleri Dergisi|https://dergipark.org.tr/en/pub/uybisbbd|https://paperity.org/rss/?q=journal_pid:204010|2618-5954|-|-
Uman antiquity|http://usj.udpu.edu.ua/|https://paperity.org/rss/?q=journal_pid:356132|2519-2035|Uman State Pedagogical University named after Pavel Tychyna|-
Umanistica Digitale|http://umanisticadigitale.unibo.it/|https://paperity.org/rss/?q=journal_pid:297350|2532-8816|University of Bologna|digital humanities;digital scholarship;humanities computing;digital cultural heritage;cultural analytics;public history
UMass Center for Clinical and Translational Science Newsletter|http://escholarship.umassmed.edu/umccts_news|https://paperity.org/rss/?q=journal_pid:218501|-|University of Massachusetts Medical School|-
UMDE Dini Tetkikler Dergisi|https://dergipark.org.tr/en/pub/umde|https://paperity.org/rss/?q=journal_pid:2198|2667-4939|-|-
Undergraduate Economic Review|http://digitalcommons.iwu.edu/uer|https://paperity.org/rss/?q=journal_pid:247254|-|Illinois Wesleyan University|-
Undergraduate Journal of Global Citizenship|http://digitalcommons.fairfield.edu/jogc|https://paperity.org/rss/?q=journal_pid:174678|-|Fairfield University|-
Undergraduate Journal of Mathematical Modeling: One + Two|http://scholarcommons.usf.edu/ujmm/|https://paperity.org/rss/?q=journal_pid:13863|2326-3652|University of South Florida|applied mathematics;engineering;life sciences;medical biomathematics;biometrics
Undergraduate Journal of Politics and International Relations|https://www.ujpir-journal.com/|https://paperity.org/rss/?q=journal_pid:228113|2398-5992|White Rose University Press|politics;international relations;international studies;European studies
The Undergraduate Journal of Social Studies|http://wesscholar.wesleyan.edu/ujss|https://paperity.org/rss/?q=journal_pid:231969|-|Wesleyan University|-
Undergraduate Review|http://vc.bridgew.edu/undergrad_rev|https://paperity.org/rss/?q=journal_pid:42616|-|Bridgewater State University|-
Undergraduate Transitional Justice Review|http://ir.lib.uwo.ca/undergradtjr|https://paperity.org/rss/?q=journal_pid:71369|-|Western University|-
Uni-pluriversidad|http://aprendeenlinea.udea.edu.co/revistas/index.php/unip|https://paperity.org/rss/?q=journal_pid:349880|2665-2730|Universidad de Antioquia|teacher education;higher education;education
Uniciencia|http://www.revistas.una.ac.cr/index.php/uniciencia/index|https://paperity.org/rss/?q=journal_pid:44367|2215-3470, 1011-0275|Universidad Nacional|biology;physics;computer science;mathematics;chemistry;geodesy
Uniform Law Review|https://academic.oup.com/ulr|https://paperity.org/rss/?q=journal_pid:72437|2050-9065, 1124-3694|Oxford University Press|-
UNIMUSEUM|https://dergipark.org.tr/en/pub/unimuseum|https://paperity.org/rss/?q=journal_pid:56878|2651-3714|-|-
Uniped|https://www.idunn.no/uniped|https://paperity.org/rss/?q=journal_pid:184914|1893-8981|Universitetsforlaget|education;teaching;learning;university;higher education;university colleges
United Kingdom Balance of Payments - The Pink Book|https://link.springer.com/journal/41503|https://paperity.org/rss/?q=journal_pid:177511|-|Palgrave Macmillan UK|United Kingdom Balance of Payments - The Pink Book, Statistics, general
United Kingdom Economic Accounts|https://link.springer.com/journal/41504|https://paperity.org/rss/?q=journal_pid:30379|-|Palgrave Macmillan UK|United Kingdom Economic Accounts, Statistics, general
United Kingdom National Accounts - The Blue Book|https://link.springer.com/journal/41505|https://paperity.org/rss/?q=journal_pid:206264|-|Palgrave Macmillan UK|United Kingdom National Accounts - The Blue Book, Statistics, general
United States - Mexico Law Journal|http://digitalrepository.unm.edu/usmexlj|https://paperity.org/rss/?q=journal_pid:139177|-|University of New Mexico|-
United States-Mexico Journal|http://digitalrepository.unm.edu/usmexlj/|https://paperity.org/rss/?q=journal_pid:156293|1945-1482|University of New Mexico School of Law|-
Universal Access in the Information Society|https://link.springer.com/journal/10209|https://paperity.org/rss/?q=journal_pid:108042|1615-5297|Springer Berlin Heidelberg|Universal Access in the Information Society, User Interfaces and Human Computer Interaction, Computer Communication Networks, Information Storage and Retrieval, Information Systems Applications (incl. Internet), Computers and Society, IT in Business
Universal Journal of History and Culture|https://dergipark.org.tr/en/pub/ujhc|https://paperity.org/rss/?q=journal_pid:235322|2667-8179|-|-
Universal Journal of Mathematics and Applications|https://dergipark.org.tr/en/pub/ujma|https://paperity.org/rss/?q=journal_pid:114384|2619-9653|-|-
Universal Journal of Theology|https://dergipark.org.tr/en/pub/ujte|https://paperity.org/rss/?q=journal_pid:143137|2548-0952|-|-
Universe|http://www.mdpi.com/journal/universe|https://paperity.org/rss/?q=journal_pid:267685|2218-1997|MDPI AG|quantum gravity;black holes;theoretical particle physics;quantum mechanics;quantum field theory
Universidad de La Habana|http://scielo.sld.cu/scielo.php?script=sci_serial&pid=0253-9276&lng=en|https://paperity.org/rss/?q=journal_pid:222024|0253-9276|-|-
Universidad y ciencia|http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0186-2979&lng=en|https://paperity.org/rss/?q=journal_pid:250777|0186-2979|-|-
Universidad y Empresa|http://revistas.urosario.edu.co/index.php/empresa/|https://paperity.org/rss/?q=journal_pid:135373|2145-4558, 0124-4639|Universidad del Rosario|enterprises;management;internationalisation;leadership;innovation
Universidad y Salud|http://revistas.udenar.edu.co/index.php/usalud/index|https://paperity.org/rss/?q=journal_pid:78259|2389-7066, 0124-7107|Universidad de Nariño|Education;Public Health
Universidad, Ciencia y Tecnología|http://www.scielo.org.ve/scielo.php?script=sci_issues&pid=1316-4821&lng=pt&nrm=iso|https://paperity.org/rss/?q=journal_pid:17386|1316-4821|-|-
Universitas Humanística|http://revistas.javeriana.edu.co/index.php/univhumanistica/index|https://paperity.org/rss/?q=journal_pid:107012|2011-2734, 0120-4807|Pontificia Universidad Javeriana|ethnography;situated knowledge;global south;critical perspectives
Universitas Philosophica|http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-5323&lng=en|https://paperity.org/rss/?q=journal_pid:135765|0120-5323|-|-
Universitas Psychologica|http://www.scielo.org.co/scielo.php?script=sci_issues&pid=1657-9267&lng=pt&nrm=iso|https://paperity.org/rss/?q=journal_pid:164518|1657-9267|-|-
Universitas Scientiarum|http://ciencias.javeriana.edu.co/investigacion/universitas-scientiarum|https://paperity.org/rss/?q=journal_pid:193271|2027-1352, 0122-7483|Pontificia Universidad Javeriana|biology;physics;chemistry;mathematics
